timestamp_utc,row_index,state,model,spin,dump_index,pos,iteration,M_unit,flux_Jy,target_flux_Jy,freq_target_Hz,p_factor,Ns,converged,resumed_trial,spec_path,par_path,log_path
2025-12-02T19:24:32,2,SANE,RBETAwJET,-0.5,4000,0,5,2.01045717e+28,5.73931567e-01,5.00000000e-01,2.30000000e+11,3.000,2.000e+05,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_RBETAwJET_pos0_trial05.h5,/work/vmo703/igrmonty/logs/SANE_RBETAwJET_a-0.5_t4000_pos0_trial05.par,/work/vmo703/igrmonty/logs/SANE_RBETAwJET_a-0.5_t4000_pos0_trial05.log
2025-12-02T22:41:52,2,SANE,RBETAwJET,-0.5,4000,0,6,1.92013364e+28,5.54196578e-01,5.00000000e-01,2.30000000e+11,3.000,2.000e+05,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_RBETAwJET_pos0_trial06.h5,/work/vmo703/igrmonty/logs/SANE_RBETAwJET_a-0.5_t4000_pos0_trial06.par,/work/vmo703/igrmonty/logs/SANE_RBETAwJET_a-0.5_t4000_pos0_trial06.log
2025-12-03T00:26:54,4,SANE,CRITBETA,-0.5,4000,0,1,6.92600000e+28,4.64952750e-02,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial01.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial01.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial01.log
2025-12-03T00:43:11,4,SANE,CRITBETA,-0.5,4000,0,1,6.92600000e+28,5.07376153e-02,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial01.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial01.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial01.log
2025-12-03T00:53:36,4,SANE,CRITBETA,-0.5,4000,0,2,1.48489520e+29,2.66709179e-01,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial02.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial02.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial02.log
2025-12-03T01:02:33,4,SANE,CRITBETA,-0.5,4000,0,3,1.83093595e+29,8.23766150e-01,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial03.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial03.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial03.log
2025-12-03T01:13:15,4,SANE,CRITBETA,-0.5,4000,0,4,1.55022656e+29,3.37421274e-01,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial04.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial04.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial04.log
2025-12-03T01:22:38,4,SANE,CRITBETA,-0.5,4000,0,5,1.76737085e+29,6.28202342e-01,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial05.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial05.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial05.log
2025-12-03T01:33:09,4,SANE,CRITBETA,-0.5,4000,0,6,1.63788915e+29,5.18808464e-01,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial06.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial06.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial06.log
2025-12-03T01:33:09,4,SANE,CRITBETA,-0.5,4000,0,6,1.63788915e+29,5.18808464e-01,5.00000000e-01,2.30000000e+11,3.000,5.000e+03,1,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial06.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial06.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial06.log
2025-12-03T03:39:49,4,SANE,CRITBETA,-0.5,4000,0,1,6.92600000e+28,4.59189448e-02,5.00000000e-01,2.30000000e+11,3.000,2.000e+05,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial01.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial01.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial01.log
2025-12-03T05:37:43,4,SANE,CRITBETA,-0.5,4000,0,2,1.53511832e+29,4.07865569e-01,5.00000000e-01,2.30000000e+11,3.000,2.000e+05,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial02.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial02.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial02.log
2025-12-03T06:57:23,4,SANE,CRITBETA,-0.5,4000,0,3,1.64295692e+29,5.02809385e-01,5.00000000e-01,2.30000000e+11,3.000,2.000e+05,0,0,/work/vmo703/igrmonty_outputs/m87/spectrum_Sa-0.5_4000_CRITBETA_pos0_trial03.h5,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial03.par,/work/vmo703/igrmonty/logs/SANE_CRITBETA_a-0.5_t4000_pos0_trial03.log
