dump_index,timestep,MAD/SANE,model,spin,pos,MunitOffset,MunitSlope,Munit,MunitUsed,notes
5400,27000,MAD,CRITBETAwJET,0.94,0,3.55e+24,1.6,7.49e+24,1.5534e+25,
5400,27000,MAD,CRITBETAwJET,0.94,1,3.55e+24,1.6,7.49e+24,7.544666666666666e+24,
5600,28000,MAD,RBETA,0.94,0,8e+24,3.2,7.49e+24,3.1968000000000003e+25,
5600,28000,MAD,RBETA,0.94,1,8e+24,3.2,7.49e+24,1.5989333333333334e+25,
5600,28000,MAD,RBETAwJET,0.94,0,5e+24,3.0,7.49e+24,2.7469999999999997e+25,
5600,28000,MAD,RBETAwJET,0.94,1,5e+24,3.0,7.49e+24,1.249e+25,
5600,28000,MAD,CRITBETA,0.94,0,9.4e+24,2.3,7.49e+24,2.6626999999999997e+25,
5600,28000,MAD,CRITBETA,0.94,1,9.4e+24,2.3,7.49e+24,1.5142333333333332e+25,
5600,28000,MAD,CRITBETAwJET,0.94,0,7.5e+24,2.0,7.49e+24,2.248e+25,
5600,28000,MAD,CRITBETAwJET,0.94,1,7.5e+24,2.0,7.49e+24,1.2493333333333333e+25,
5800,29000,MAD,RBETA,0.94,0,1.5e+25,4.0,7.49e+24,4.496e+25,
5800,29000,MAD,RBETA,0.94,1,1.5e+25,4.0,7.49e+24,2.4986666666666666e+25,
5800,29000,MAD,RBETAwJET,0.94,0,1.333e+24,3.0,7.49e+24,2.3802999999999997e+25,
5800,29000,MAD,RBETAwJET,0.94,1,1.333e+24,3.0,7.49e+24,8.822999999999999e+24,
5800,29000,MAD,CRITBETA,0.94,0,1.5e+25,2.9,7.49e+24,3.6720999999999997e+25,
5800,29000,MAD,CRITBETA,0.94,1,1.5e+25,2.9,7.49e+24,2.2240333333333334e+25,
5800,29000,MAD,CRITBETAwJET,0.94,0,9.5e+24,3.0,7.49e+24,3.197e+25,
5800,29000,MAD,CRITBETAwJET,0.94,1,9.5e+24,3.0,7.49e+24,1.699e+25,
6000,30000,MAD,RBETA,0.94,0,8e+24,3.0,7.49e+24,3.0469999999999997e+25,
6000,30000,MAD,RBETA,0.94,1,8e+24,3.0,7.49e+24,1.5489999999999998e+25,
6000,30000,MAD,RBETAwJET,0.94,0,6e+24,2.5,7.49e+24,2.4725e+25,
6000,30000,MAD,RBETAwJET,0.94,1,6e+24,2.5,7.49e+24,1.2241666666666668e+25,
6000,30000,MAD,CRITBETA,0.94,0,9.4e+24,1.9,7.49e+24,2.3631e+25,
6000,30000,MAD,CRITBETA,0.94,1,9.4e+24,1.9,7.49e+24,1.4143666666666666e+25,
6000,30000,MAD,CRITBETAwJET,0.94,0,6e+24,2.0,7.49e+24,2.098e+25,
6000,30000,MAD,CRITBETAwJET,0.94,1,6e+24,2.0,7.49e+24,1.0993333333333333e+25,
